# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
998	8627970	2.025690	2.025690
997	8724777	2.149117	2.027006
882	8822159	2.155913	2.028372
777	8918999	2.151113	2.029653
682	9015960	2.132524	2.030724
595	9113438	2.172079	2.032169
514	9210958	2.177375	2.033637
438	9308691	2.196710	2.035262
364	9406246	2.180173	2.036697
289	9503680	2.167452	2.037983
209	9600484	2.173173	2.039289
118	9677024	2.111003	2.039843
